CRN	Subj	Crse	Sect	Title	Prof	Day	Beg	End	Bldg	Room	(Type)	Campus	Max	Avail	WaitCount
23868	HSC	08450	 1	SR SEM HEALTH & SCIENCE COMM	"Reed, Amy R"	T	1700	1815	VCTRIA	302	(Class)	Main	22	22	0
22257	HSRV	01100	 1	INTRO TO HUMAN SERVICES	"Love, Sakinah Lakeesha"	MW	1100	1215	BUSN	204	(Class)	Main	35	35	0
22258	HSRV	01100	 2	INTRO TO HUMAN SERVICES	"Love, Sakinah Lakeesha"							Online	35	35	0
22259	HSRV	01311	 1	FLD EXPR HUMAN SRVCS I	"Ivy, Jalyssa C."	M	1830	1945	(Class)			Camden	25	25	0
22260	HSRV	01400	 1	SENIOR SEM: HUMAN SERVICES -WI	"Ivy, Jalyssa C."	T	1830	1945	(Class)			Camden	20	20	0
22261	HSRV	01412	 1	FLD EXPR HUMAN SRVCS III	"Maher, Monica"	W	1830	1945	(Class)			Camden	25	25	0
20852	INCL	02150	 1	INT'L EXPERIENCES IN EDUCATION	STAFF	S	800	1120	JAMES	3099	(Class)	Main	15	15	0
20815	INCL	02200	 1	CNTXT EDUC INCLUSIVE CLSRM	STAFF							Online	25	25	0
20816	INCL	02200	 2	CNTXT EDUC INCLUSIVE CLSRM	STAFF							Online	25	25	0
20818	INCL	02210	 1	PRIN/PEDAGO INCLUSIVE CLASSROO	STAFF							Online	25	25	0
20819	INCL	02210	 2	PRIN/PEDAGO INCLUSIVE CLASSROO	STAFF							Online	25	25	0
20820	INCL	02210	 3	PRIN/PEDAGO INCLUSIVE CLASSROO	STAFF							Online	25	25	0
20821	INCL	02210	 4	PRIN/PEDAGO INCLUSIVE CLASSROO	STAFF							Online	25	25	0
20822	INCL	02210	 5	PRIN/PEDAGO INCLUSIVE CLASSROO	STAFF							Online	25	25	0
20899	INCL	02215	 2	FOUNDATION OF INCLUSIVE EDUC	STAFF	T	1100	1215	JAMES	3112	(Class)	Main	25	25	0
20823	INCL	02310	 1	"STREAM 1: SOC STUDIES, ELA ARTMust take with 20165 INCL 02315 1. "	STAFF	R	1100	1240	JAMES	3099	(Class)	Main	25	25	0
20824	INCL	02310	 2	"STREAM 1: SOC STUDIES, ELA ARTMust take with 20167 INCL 02315 2. "	STAFF	M	1400	1540	JAMES	3099	(Class)	Main	25	25	0
20825	INCL	02310	 3	"STREAM 1: SOC STUDIES, ELA ARTMust take with 20168 INCL 02315 3. "	STAFF	W	1700	1840	JAMES	3102	(Class)	Main	25	25	0
20826	INCL	02315	 1	"STREAM I CLINICAL EXPERIENCEMust take with 20162 INCL 02310 1.Registration for this course will close on 11/15for field placements. "	STAFF	T	800	1600	(Class)			Off-campus	0	0	0
20827	INCL	02315	 2	"STREAM I CLINICAL EXPERIENCEMust take with 20163 INCL 02310 2.Registration for this course will close on 11/15for field placements. "	STAFF	W	800	1600	(Class)			Off-campus	0	0	0
20828	INCL	02315	 3	"STREAM I CLINICAL EXPERIENCEMust take with 20164 INCL 02310 3.Registration for this course will close on 11/15for field placements "	STAFF	W	800	1500	(Class)			Off-campus	0	0	0
20829	INCL	02320	 1	"STREAM II: STEM & HLTH INCLUSIMust take with 20178 INCL 02325 1 and INCL 02335. "	STAFF	F	800	915	BUSN	303	(Class)	Main	0	0	0
20830	INCL	02320	 2	"STREAM II: STEM & HLTH INCLUSIMust take with 20179 INCL 02325 2 and INCL 02335. "	STAFF	M	1700	1815	JAMES	3099	(Class)	Main	0	0	0
20906	INCL	02322	 1	"SCIENCE INQ AND MTHD INCL CLMust take with 20183 INCL 02323 1;meets every other week (odd)on Wednesday, 11AM-1:45PM in JAMES 3099. "	"Damiani, Michelle L"	W	1100	1215	JAMES	3099	(Class)	Main	25	25	0
20909	INCL	02323	 1	"SOC STDY MTHDS FOR THE INCL CLMust take with 20182 INCL 02322 1;;meets every other week (even)on Wednesday,11AM-1:45PM in JAMES 3099. "	"Morettini, Brianne Walsh"	W	1100	1215	JAMES	3099	(Class)	Main	25	25	0
20831	INCL	02325	 1	"MATH STRATEGY INCLUSIVE CLASSRMust take with 20176 INCL 02320 1 and INCL 02335. "	STAFF	F	1100	1240	JAMES	3102	(Class)	Main	30	30	0
24353	INCL	02325	 2	MATH STRATEGY INCLUSIVE CLASSR	STAFF	W	1700	1945	JAMES	3099	(Class)	Main	30	30	0
20833	INCL	02325	 3	"MATH STRATEGY INCLUSIVE CLASSRInclusive Ed majors only. "	STAFF	T	1700	1840	JAMES	3099	(Class)	Main	25	25	0
20834	INCL	02325	 4	"MATH STRATEGY INCLUSIVE CLASSRInclusive Ed Majors Only. "	STAFF	R	1700	1840	JAMES	2104	(Class)	Main	25	25	0
20836	INCL	02330	 1	"DIFFERENTIATED INST INCL CLSRegistration for this course will close on 11/15for field placements. "	STAFF	M	1400	1540	JAMES	2100	(Class)	Main	25	25	0
20837	INCL	02330	 2	"DIFFERENTIATED INST INCL CLSRegistration for this course will close on 11/15for field placements. "	STAFF	R	1100	1240	JAMES	3110	(Class)	Main	25	25	0
20838	INCL	02330	 3	"DIFFERENTIATED INST INCL CLSRegistration for this course will close on 11/15for field placements. "	STAFF	T	1400	1540	JAMES	3102	(Class)	Main	25	25	0
20839	INCL	02335	 1	"STREAM II CLINICAL EXPERIENCERegistration for this course will close on 11/15for field placements. "	STAFF	TR	800	1600	(Class)			Off-campus	75	75	0
20840	INCL	02335	 4	"STREAM II CLINICAL EXPERIENCERegistration for this course will close on 11/15for field placements. "	STAFF	MW	800	1600	(Class)			Off-campus	75	75	0
20841	INCL	02350	 1	"INSTR & ASSESS INCLUSIVE CLASSRegistration for this course will close on 11/15for field placements. "	STAFF	M	1400	1515	JAMES	3112	(Class)	Main	25	25	0
20842	INCL	02350	 2	"INSTR & ASSESS INCLUSIVE CLASSRegistration for this course will close on 11/15for field placements. "	STAFF	T	800	1530	(Field)			Main	25	25	0
20911	INCL	02352	 1	"CLINICAL EXP II IN INCL EDURegistration for this course will close on 11/15for field placements. "	STAFF	TR	800	1600	(Field)			Off-campus	25	25	0
20844	INCL	02440	 1	"DIVERSITY SEMINAREd Majors Only. "	STAFF							Online	25	25	0
20845	INCL	02440	 2	"DIVERSITY SEMINAREd Majors Only. "	STAFF							Online	25	25	0
20846	INCL	02440	 3	"DIVERSITY SEMINAREd Majors Only. "	STAFF							Online	25	25	0
20848	INCL	02440	 4	DIVERSITY SEMINAR	STAFF							Online	30	30	0
20849	INCL	02440	 5	DIVERSITY SEMINAR	STAFF							Online	30	30	0
20913	INCL	02445	 1	"CLINICAL PRACT II IN INCL EDUCRegistration for this course will close on 11/15for field placements. "	STAFF	MTWRF	800	1600	(Field)			Off-campus	100	100	0
20851	INCL	02550	 1	INT'L EXPERIENCES IN EDUCATION	STAFF	S	800	1120	JAMES	3099	(Class)	Main	15	15	0
23526	INTR	01050	 1	STRUCTURED STUDY: U-RISE	"Eaton, Gregory J. Keck, Thomas M Wright, Sara Jeanes Nucci, Nathaniel V "	R	1400	1515	SCIENC	229	(Class)	Main	15	15	0
24348	INTR	01051	 1	ASCEND FIRST YEAR WORKSHOP	"Johnson, Chastity Marie"	T	1230	1345	RUCAB	311	(Class)	Camden	35	19	0
24349	INTR	01051	 2	ASCEND FIRST YEAR WORKSHOP	"Whiting, Michael P"	M	1230	1345	(Class)			Main	115	27	0
24350	INTR	01051	 3	ASCEND FIRST YEAR WORKSHOP	"Whiting, Michael P"	T	1400	1515	(Class)			Main	115	39	0
20084	INTR	01107	 1	"ROWAN 101:COLLEGE SUCCESS-RSFirst-time undergraduate students only. "	"Davidson-Tucci, Christina Mari"	MW	1400	1450	LBRARY	401	(Class)	Main	22	21	0
20085	INTR	01107	 2	"ROWAN 101:COLLEGE SUCCESS-RSFirst-time undergraduate students only. "	"Grayson, Julius J"	MW	1400	1450	ENTPRZ	514	(Class)	Main	22	21	0
20086	INTR	01107	 3	"ROWAN 101:COLLEGE SUCCESS-RSFirst-time undergraduate students only. "	"Whiting, Michael P"	MW	1700	1750	BOZ	107	(Class)	Main	22	22	0
20087	INTR	01107	 4	"ROWAN 101:COLLEGE SUCCESS-RSFirst-time undergraduate students only. "	"Gray, Shalanda D."	TR	1530	1620	LBRARY	401	(Class)	Main	22	21	0
20088	INTR	01107	 5	"ROWAN 101:COLLEGE SUCCESS-RSFirst-time undergraduate students only. "	"Hendler, Barry D"	WF	1230	1320	301HGH	216	(Class)	Main	22	22	0
20089	INTR	01107	 6	"ROWAN 101:COLLEGE SUCCESS-RSFirst-time undergraduate students only. "	"Dwyer, Laurie L."	TR	1250	1345	WILSON	105	(Class)	Main	22	21	0
20090	INTR	01107	 7	"ROWAN 101:COLLEGE SUCCESS-RSFirst-time undergraduate students only. "	"Lizza, Joseph P"	MW	1100	1150	HAWTHN	104	(Class)	Main	22	21	0
20091	INTR	01107	 8	"ROWAN 101:COLLEGE SUCCESS-RSFirst-time undergraduate students only. "	"Auleta, Brittany Elizabeth"	MW	1530	1620	BOZ	107	(Class)	Main	22	22	0
20092	INTR	01107	 9	"ROWAN 101:COLLEGE SUCCESS-RSFirst-time undergraduate students only. "	"Conway, Erica Garcia"	TR	1230	1320	WILSON	204	(Class)	Main	22	22	0
23051	INTR	01107	 81	"ROWAN 101:COLLEGE SUCCESS-RSFirst-time Global undergraduate Transfer students only. "	"Washart, Shawn"							Online	22	22	0
20093	INTR	01108	 1	FIN WELLNESS:PLN PRSNL FIN SUC	"Dashefsky, Patricia L."	MW	1400	1450	ENTPRZ	517	(Class)	Main	20	20	0
20094	INTR	01108	 2	FIN WELLNESS:PLN PRSNL FIN SUC	"Feil, Christine"	TR	1530	1620	WILSON	203	(Class)	Main	20	20	0
20095	INTR	01108	 3	FIN WELLNESS:PLN PRSNL FIN SUC	STAFF	MW	1700	1750	ROBSON	103	(Class)	Main	20	20	0
20096	INTR	01108	 4	FIN WELLNESS:PLN PRSNL FIN SUC	"Rey, Beth"							Online	30	30	0
20097	INTR	01108	 5	FIN WELLNESS:PLN PRSNL FIN SUC	"Kately-Drake, Megan"							Online	30	30	0
20098	INTR	01108	 6	FIN WELLNESS:PLN PRSNL FIN SUC	"Morton, Jamar"							Online	30	30	0
20099	INTR	01108	 7	FIN WELLNESS:PLN PRSNL FIN SUC	"Shryock, Lauren"							Online	30	30	0
20100	INTR	01108	 8	FIN WELLNESS:PLN PRSNL FIN SUC	"Nash, Octavia S."							Online	30	30	0
20101	INTR	01108	 9	FIN WELLNESS:PLN PRSNL FIN SUC	STAFF							Online	30	30	0
20102	INTR	01108	 10	FIN WELLNESS:PLN PRSNL FIN SUC	"Moskowitz, Rachel Sami"							Online	30	30	0
20103	INTR	01108	 11	FIN WELLNESS:PLN PRSNL FIN SUC	"Dowd, Jeanine Marie"							Online	30	30	0
20104	INTR	01108	 12	FIN WELLNESS:PLN PRSNL FIN SUC	"Mason, Cristine M."							Online	30	30	0
20105	INTR	01108	 13	FIN WELLNESS:PLN PRSNL FIN SUC	"Ellerbe, April N."							Online	30	30	0
20106	INTR	01108	 14	FIN WELLNESS:PLN PRSNL FIN SUC	"LaBombard, Nikki Xiebo"							Online	30	30	0
20107	INTR	01108	 15	FIN WELLNESS:PLN PRSNL FIN SUC	STAFF							Online	30	30	0
20108	INTR	01108	 16	FIN WELLNESS:PLN PRSNL FIN SUC	STAFF							Online	30	30	0
20109	INTR	01108	 17	FIN WELLNESS:PLN PRSNL FIN SUC	STAFF							Online	30	30	0
20110	INTR	01108	 18	FIN WELLNESS:PLN PRSNL FIN SUC	STAFF							Online	30	30	0
24419	INTR	01111	 1	INTRO TO HEALTH PROFESSIONS	"Walker, Keyona Renee"							Online	25	25	0
21971	INTR	01130	 1	WOMEN/GENDER IN PERSPECTIVE	"Boodman, Eva"	MW	1100	1215	ROBSON	308	(Class)	Main	26	26	0
20491	INTR	01265	 1	COMPUTERS & SOCIETY	"Coakley, Thomas James"	MW	930	1045	ROBSON	207	(Class)	Main	24	24	0
20495	INTR	01265	 2	COMPUTERS & SOCIETY	"Coakley, Thomas James"	MW	1100	1215	ROBSON	207	(Class)	Main	24	24	0
20494	INTR	01265	 3	COMPUTERS & SOCIETY	"Caranci, Frank A."	M	1830	1945	ROBSON	305	(Class)	Main	24	24	0
20497	INTR	01265	 4	COMPUTERS & SOCIETY	"Poolos, Kimberly Rose"	W	1230	1345	ROBSON	207	(Class)	Main	24	24	0
20496	INTR	01265	 5	COMPUTERS & SOCIETY	"DeStefano, Davann Catherine"	TR	1700	1815	ROBSON	305	(Class)	Main	24	24	0
20498	INTR	01265	 6	COMPUTERS & SOCIETY	"Daws, Len E."							Online	35	35	0
20493	INTR	01265	 7	COMPUTERS & SOCIETY	"Cesaretti, Donald F"							Online	0	0	0
20492	INTR	01265	 8	COMPUTERS & SOCIETY	"DeStefano, Davann Catherine"							Online	0	0	0
21284	INTR	01301	 1	BLOCKCHAIN APPLICATIONS	"Kapri, Kul Prasad"							Online	26	26	0
23529	INTR	01340	 1	UNDERGRADUATE RESEARCH THESIS	"Whiting, Nicholas R"	R	1230	1345	SCIENC	229	(Class)	Main	15	15	0
23530	INTR	01340	 2	UNDERGRADUATE RESEARCH THESIS	STAFF							Main	0	0	0
20112	INTR	01488	 1	CAREER PLAN & DEVELOPMENT	"Bryant, Altonia Larnetta"	TR	930	1020	ROBSON	202	(Class)	Main	20	20	0
20113	INTR	01488	 2	CAREER PLAN & DEVELOPMENT	"LaTorre, Nicholas M."	TR	1700	1750	LBRARY	401	(Class)	Main	20	20	0
20114	INTR	01488	 3	CAREER PLAN & DEVELOPMENT	"Gainer, Allison Christina"	MW	930	1020	LBRARY	401	(Class)	Main	20	20	0
20115	INTR	01488	 4	CAREER PLAN & DEVELOPMENT	"Siefring, Karen"	MW	1530	1620	LBRARY	403	(Class)	Main	20	20	0
20116	INTR	01488	 5	CAREER PLAN & DEVELOPMENT	"Farrar, Shirley S"							Online	30	30	0
20117	INTR	01488	 6	CAREER PLAN & DEVELOPMENT	"Duffy, Andrew Franklin"							Online	30	30	0
20118	INTR	01488	 7	CAREER PLAN & DEVELOPMENT	"Schultes, Mary Jean"							Online	30	30	0
20125	INTR	01488	 8	CAREER PLAN & DEVELOPMENT	"Elcess, Kristin N"							Online	30	30	0
20128	INTR	01488	 9	CAREER PLAN & DEVELOPMENT	STAFF							Online	30	30	0
20129	INTR	01488	 10	CAREER PLAN & DEVELOPMENT	STAFF							Online	30	30	0
20130	INTR	01488	 11	CAREER PLAN & DEVELOPMENT	STAFF							Online	25	25	0
20131	INTR	01488	 12	CAREER PLAN & DEVELOPMENT	"Bullard, Robert W."							Online	30	30	0
20132	INTR	01488	 13	CAREER PLAN & DEVELOPMENT	"O'Connor, Brittney"							Online	30	30	0
20133	INTR	01488	 14	CAREER PLAN & DEVELOPMENT	"Laguer, Israel"							Online	30	30	0
20134	INTR	01488	 15	CAREER PLAN & DEVELOPMENT	"Musero, Talia R."							Online	30	30	0
20136	INTR	01488	 16	CAREER PLAN & DEVELOPMENT	STAFF							Online	30	30	0
20142	INTR	01488	 17	"CAREER PLAN & DEVELOPMENT RTF majors only. "	"Gondos, Gina Marie"							Online	30	30	0
20143	INTR	01488	 18	"CAREER PLAN & DEVELOPMENT BGS students only. "	"Delesandro, Tiffany J"							Online	30	30	0
20137	INTR	01488	 19	CAREER PLAN & DEVELOPMENT	STAFF							Online	30	30	0
20144	INTR	01488	 20	"CAREER PLAN & DEVELOPMENT Rowan Global students only. "	"Lanza-Gladney, Maria E"							Online	30	30	0
20138	INTR	01488	 21	CAREER PLAN & DEVELOPMENT	"Mignot, Michelle"							Online	30	30	0
20139	INTR	01488	 22	CAREER PLAN & DEVELOPMENT	STAFF							Online	30	30	0
20140	INTR	01488	 23	CAREER PLAN & DEVELOPMENT	STAFF							Online	30	30	0
20141	INTR	01488	 24	CAREER PLAN & DEVELOPMENT	STAFF							Online	30	30	0
24404	INTR	01488	 25	"CAREER PLAN & DEVELOPMENTCollege of Humanities and Social Science students only. "	"Massaro, Patrick"	TR	930	1020	ROBSON	204	(Class)	Main	0	0	0
24120	INTR	01490	 1	NEW MEDIA PRACTICUM	"Olshefski, Jonathan R"	W	1230	1345	BOZ	132	(Class)	Main	15	15	0
20146	INTR	01499	 1	BACHELR GENERAL STUD PORTFOLIO	"Gougon, Danielle R"							Online	25	25	0
20147	INTR	01499	 2	BACHELR GENERAL STUD PORTFOLIO	"Tillman, Tiffany J"							Online	25	25	0
23533	INTR	01510	 1	MASTER'S THESIS CONTINUATION	"Nucci, Nathaniel V"							Main	15	15	0
23045	INTR	06202	 1	INTRO TO NATURE OF SCIENCE-WI	"Pilarz, Matthew"	MW	1530	1645	DISCOV	413	(Class)	Main	25	25	0
22014	INTR	20390	 1	INTR CASE STUD IN LIBERAL ARTS	"Fleming, Stephen Rohit"	M	1700	1815	WINANS	112	(Class)	Main	26	26	0
22015	INTR	20395	 1	EXP LRN IN THE HUM & SOC SCI	"Massaro, Patrick"							Off-campus	0	0	0
22009	INTR	20399	 1	INTRNSHP IN APPL LIBERAL ARTS	"Brucker, Lori A."							Online	0	0	0
22010	INTR	20399	 2	INTRNSHP IN APPL LIBERAL ARTS	"Brucker, Lori A."							Online	0	0	0
22011	INTR	20399	 3	INTRNSHP IN APPL LIBERAL ARTS	"Brucker, Lori A."							Online	0	0	0
22012	INTR	20399	 4	INTRNSHP IN APPL LIBERAL ARTS	"Brucker, Lori A."							Online	0	0	0
22013	INTR	20399	 5	INTRNSHP IN APPL LIBERAL ARTS	"Brucker, Lori A."							Online	0	0	0
22016	INTR	20399	 6	INTR: PODIUM GLOBAL TECH EXP	"Fleming, Stephen Rohit"							Off-campus	50	50	0
21973	IS	25100	 1	GLOBAL CHALLENGES	"Martin, Jennifer L"							Online	35	35	0
21975	IS	25100	 2	GLOBAL CHALLENGES	"Shrader, James Huntington"							Online	35	35	0
21977	IS	25300	 1	RSCH MTHDS INT'L STUDIES-WI	"Shrader, James Huntington"	TR	1230	1345	HAWTHN	204	(Class)	Main	15	15	0
21980	IS	25310	 1	GLOBAL SECURITY CLINIC	"Markowitz, Lawrence P"	MW	1100	1215	HAWTHN	204	(Class)	Main	10	10	0
21983	IS	25350	 1	ST IN INTL STUDIES:MODEL UN	"Gardner, Anne-Marie"	W	1400	1515	HAWTHN	204	(Class)	Main	0	0	0
22007	IS	25400	 1	SR SEMINAR INTERNATION STUDIES	"Sharnak, Debbie"	TR	1400	1515	JAMES	2094	(Class)	Main	15	15	0
22115	ITAL	04100	 1	MSTPCS ITAL LIT ENGL TRANS	"Mirra, Alessandra"	TR	930	1045	ROBSON	101B	(Class)	Main	35	35	0
22116	ITAL	04100	 2	MSTPCS ITAL LIT ENGL TRANS	"Mirra, Alessandra"							Online	35	35	0
22117	ITAL	04101	 1	ELEMENTARY ITALIAN I	"Riccio, Annalisa Francesca"	MW	1530	1645	BOZ	130	(Class)	Main	24	24	0
22118	ITAL	04101	 2	ELEMENTARY ITALIAN I	"Riccio, Annalisa Francesca"	MW	1700	1815	BOZ	130	(Class)	Main	24	24	0
22108	ITAL	04102	 1	"ELEMENTARY ITALIAN II Prerequisite waiver available through placement interview. Contact mirra@rowan.edu. "	"Mirra, Alessandra"	MW	930	1045	SAVITZ	321	(Class)	Main	16	16	0
22110	ITAL	04201	 1	"INTERMED ITALIAN I Prerequisite waiver available through placement interview. Contact mirra@rowan.edu. "	"Mirra, Alessandra"	MW	1100	1215	SAVITZ	321	(Class)	Main	24	24	0
22099	JAPA	08101	 1	ELEMENTARY JAPANESE I	"Ishikawa, Hiroko"	MW	1230	1345	BOZ	131	(Class)	Main	24	24	0
22101	JAPA	08101	 2	ELEMENTARY JAPANESE I	"Ishikawa, Hiroko"	MW	1400	1515	ROBSON	204	(Class)	Main	24	24	0
22104	JAPA	08101	 3	ELEMENTARY JAPANESE I	"Edmondson, Keiko"	TR	1230	1345	ROBSON	305	(Class)	Main	24	24	0
22075	JAPA	08102	 1	"ELEMENTARY JAPANESE II Prerequisite waiver available through placement interview. Contact dusk@rowan.edu. "	"Dusk, Chie Matsumura"	TR	1100	1215	SAVITZ	321	(Class)	Main	24	24	0
22081	JAPA	08201	 1	"INTERMEDIATE JAPANESE I Prerequisite waiver available through placement interview. Contact dusk@rowan.edu. "	"Dusk, Chie Matsumura"	TR	1230	1345	SAVITZ	321	(Class)	Main	24	24	0
22084	JAPA	08211	 1	"INTERMEDIATE JAPANESE II Prerequisite waiver available through placement interview. Contact dusk@rowan.edu. "	"Dusk, Chie Matsumura"	MW	1100	1215	JAMES	2095	(Class)	Main	16	16	0
22086	JAPA	08212	 1	"INTERMEDIATE JAPANESE III Prerequisite waiver available through placement interview. Contact dusk@rowan.edu. "	"Dusk, Chie Matsumura"	MW	1230	1345	JAMES	2095	(Class)	Main	16	16	0
24413	JAPA	08305	 1	ORAL JAPANESE	"Dusk, Chie Matsumura"	TR	930	1045	SAVITZ	321	(Class)	Main	24	24	0
23956	JRN	01407	 1	ST:HIST SPRT PHILA	"Hartman, Neil E"	TR	1100	1215	(Class)			Main	0	0	0
23957	JRN	02101	 1	NEWS MEDIA LITERACY	"Diulio, Nicholas Adam"	TR	1100	1215	(Class)			Main	0	0	0
23958	JRN	02101	 2	NEWS MEDIA LITERACY	"Diulio, Nicholas Adam"	MW	1400	1515	BOZ	133	(Class)	Main	20	20	0
23959	JRN	02101	 3	NEWS MEDIA LITERACY	STAFF	MW	930	1045	BOZ	133	(Class)	Main	20	20	0
23960	JRN	02101	 4	NEWS MEDIA LITERACY	STAFF	TR	1530	1645	(Class)			Main	0	0	0
23961	JRN	02205	 1	JOURN PRINCIPLES AND PRACTICES	"Hausman, Carl D."	MW	1400	1515	BOZ	112	(Class)	Main	40	40	0
23962	JRN	02205	 2	JOURN PRINCIPLES AND PRACTICES	"Hausman, Carl D."							Online	20	20	0
23963	JRN	02205	 3	JOURN PRINCIPLES AND PRACTICES	STAFF							Online	20	20	0
23964	JRN	02210	 1	JOURNALISTIC WRITING	"Kelley, Candace O"							Online	18	18	0
23965	JRN	02210	 2	JOURNALISTIC WRITING	STAFF							Online	18	18	0
23966	JRN	02210	 3	JOURNALISTIC WRITING	"Woodell, Deborah C"	MW	1530	1645	301HGH	205	(Class)	Main	18	18	0
23967	JRN	02210	 4	JOURNALISTIC WRITING	STAFF							Online	18	18	0
23968	JRN	02210	 5	JOURNALISTIC WRITING	"Enuco, Matthew R."	MW	930	1045	(Class)			Main	0	0	0
23970	JRN	02305	 1	TV NEWSCAST	"Kelley, Candace O"	R	1530	1645	BOZ	147	(Class)	Main	15	15	0
23971	JRN	02310	 1	NEWS REPORTING I	"Garyantes, Dianne"	TR	1230	1345	301HGH	215	(Class)	Main	18	18	0
23973	JRN	02311	 1	NEWS REPORTING II-WI	"Quigley, Kathryn"	TR	930	1045	301HGH	215	(Class)	Main	18	18	0
23974	JRN	02314	 1	PHOTOJOURNALISM	"Hawk, Timothy H"	T	1530	1645	301HGH	215	(Class)	Main	18	18	0
23975	JRN	02319	 1	MEDIA ETHICS	"Garyantes, Dianne"							Online	18	18	0
23976	JRN	02319	 1C	"MEDIA ETHICSRowan Global RCBC students only. "	"Haught, Jerrold A"							Online	18	18	0
23977	JRN	02321	 1	DIGITAL JOURNALISM I	"Diulio, Nicholas Adam"	TR	1400	1515	301HGH	215	(Class)	Main	18	18	0
23978	JRN	02321	 2	DIGITAL JOURNALISM I	"Diulio, Nicholas Adam"	MW	1100	1215	301HGH	215	(Class)	Main	18	18	0
23979	JRN	02325	 1	DIGITAL JOURNALISM II	"Berkey-Gerard, Mark G"	MW	930	1045	301HGH	215	(Class)	Main	18	18	0
23980	JRN	02326	 1	SPORTS BROADCASTING I	"Jones, Derek L."	W	930	1045	(Class)			Main	0	0	0
23983	JRN	02327	 1	SPORTS BROADCASTING II	"Graham, John S"	T	1830	1945	BOZ	133	(Class)	Main	10	10	0
23984	JRN	02335	 1	MEDIA LAW	"McClure, Luci Jankowski"	MW	1530	1645	BOZ	133	(Class)	Main	18	18	0
23985	JRN	02341	 1	BROADCAST NEWS WRITING	"Kelley, Candace O"	TR	1400	1515	301HGH	205	(Class)	Main	18	18	0
23986	JRN	02358	 1	JOURNALISM INTERNSHIP SPRING	"Quigley, Kathryn"							Off-campus	20	20	0
23987	JRN	02361	 1	SPORTS JOURNALISM I	"Anastasia, Philip J"	TR	1100	1215	301HGH	205	(Class)	Main	18	18	0
23988	JRN	02361	 2	SPORTS JOURNALISM I	"Anastasia, Philip J"	TR	930	1045	(Class)			Main	0	0	0
23989	JRN	02362	 1	SPORTS JOURNALISM II	STAFF	MW	800	915	301HGH	215	(Class)	Main	18	18	0
23990	JRN	02363	 1	DATA JOURNALISM	"Berkey-Gerard, Mark G"	MW	1230	1345	301HGH	205	(Class)	Main	18	18	0
23991	JRN	02410	 1	JOURNALISM SR SEMINAR-WI	"Garyantes, Dianne"	MW	1230	1345	301HGH	305	(Class)	Main	19	19	0
23993	JRN	02420	 1	NEWSLAB	"Berkey-Gerard, Mark G"	TR	1230	1345	301HGH	205	(Class)	Main	15	15	0
22071	LAT	09102	 1	"ELEM LATIN II Prerequisite waiver available through placement interview. Contact masters@rowan.edu. "	"Masters, Kristin"	MW	1700	1815	JAMES	2095	(Class)	Main	16	16	0
22328	LAWJ	05120	 1	INTRO TO SECURITY	"Pusloski, Gina Lemanowicz"	W	1830	1945	ROBSON	101B	(Class)	Main	35	35	0
22329	LAWJ	05175	 1	SURVEY CRIMINAL JUSTICE	"Rolando, Steven Michael"	M	1700	1815	WINANS	111	(Class)	Main	35	35	0
22330	LAWJ	05175	 2	SURVEY CRIMINAL JUSTICE	"Lewandowski, Carla Isabel"	MW	930	1045	LBRARY	126	(Class)	Main	35	35	0
22331	LAWJ	05175	 3	SURVEY CRIMINAL JUSTICE	"Vigorita, Michael S."	T	1230	1345	LBRARY	126	(Class)	Main	35	35	0
22332	LAWJ	05175	 1C	SURVEY CRIMINAL JUSTICE	"Vigorita, Michael S."							Online	0	0	0
22333	LAWJ	05200	 1	INTRO TO CORRECTIONS	"Newborn, Melissa J"	W	800	915	WINANS	111	(Class)	Main	35	35	0
22334	LAWJ	05200	 1C	"INTRO TO CORRECTIONSRowan Global Online students only. "	"Saum, Christine A"							Online	0	0	0
22335	LAWJ	05201	 1	INTRO TO COURTS	"Roffman, Debbie Lynn"	T	1700	1815	LBRARY	126	(Class)	Main	35	35	0
22336	LAWJ	05202	 1	AMERICAN POLICE	"Shjarback, John"							Online	35	35	0
22337	LAWJ	05202	 2	AMERICAN POLICE	"Butler, Louis J"	MW	1100	1215	LBRARY	126	(Class)	Main	35	35	0
22338	LAWJ	05202	 3	AMERICAN POLICE	"King, Terry Marcel"	T	1830	1945	WINANS	111	(Class)	Main	35	35	0
22339	LAWJ	05205	 1	MINORITIES CRIM JUST	"Butler, Louis J"	T	1700	1815	BOZ	130	(Class)	Main	35	35	0
22340	LAWJ	05220	 1	VICTIMOLOGY	"Yeldell, Stanley B"	W	1230	1345	LBRARY	126	(Class)	Main	35	35	0
22341	LAWJ	05220	 2	VICTIMOLOGY	"Yeldell, Stanley B"							Online	35	35	0
22344	LAWJ	05225	 1	MEDIA AND CRIME	"Tillman, Tiffany J"							Online	35	35	0
22343	LAWJ	05225	 1C	"MEDIA AND CRIMERowan Global Online students only. "	"Tillman, Tiffany J"							Online	0	0	0
22345	LAWJ	05255	 1	CRIMINAL LAW	"Mike, Sheronda N."	R	1830	1945	LBRARY	126	(Class)	Main	35	35	0
22346	LAWJ	05255	 2	CRIMINAL LAW	"Marcolongo, Raymond Andrew"	MW	1100	1215	WINANS	111	(Class)	Main	35	35	0
22347	LAWJ	05255	 3	CRIMINAL LAW	"Leech, Dean J"	TR	1100	1215	LBRARY	578	(Class)	Main	32	32	0
